source_filename,function_name,loc_suggestion
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,edgeListSorted,"(175, 177)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,edgeListSorted,"(178, 179)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,isAncestor,"(242, 248)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,isAncestor,"(239, 248)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,commonAncestor,"(282, 290)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,commonAncestor,"(278, 280)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,commonAncestor,"(272, 290)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,commonAncestor,"(278, 290)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,commonAncestor,"(265, 290)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,getCommonAncestor,"(333, 341)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,getCommonAncestor,"(329, 331)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,getCommonAncestor,"(323, 341)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,getCommonAncestor,"(329, 341)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,getCommonAncestor,"(316, 341)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,matchPatternToVertex,"(351, 353)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,matchPatternToVertex,"(377, 378)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,matchPatternToVertex,"(348, 353)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,matchPatternToVertex,"(354, 417)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,matchPatternToVertex,"(364, 370)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,matchPatternToVertex,"(425, 427)"
projects/CoreNLP/src/edu/stanford/nlp/semgraph/SemanticGraph.java,matchPatternToVertex,"(454, 456)"
